"subject","activity","[mean of] tBodyAcc-mean()-X","[mean of] tBodyAcc-mean()-Y","[mean of] tBodyAcc-mean()-Z","[mean of] tBodyAcc-std()-X","[mean of] tBodyAcc-std()-Y","[mean of] tBodyAcc-std()-Z","[mean of] tGravityAcc-mean()-X","[mean of] tGravityAcc-mean()-Y","[mean of] tGravityAcc-mean()-Z","[mean of] tGravityAcc-std()-X","[mean of] tGravityAcc-std()-Y","[mean of] tGravityAcc-std()-Z","[mean of] tBodyAccJerk-mean()-X","[mean of] tBodyAccJerk-mean()-Y","[mean of] tBodyAccJerk-mean()-Z","[mean of] tBodyAccJerk-std()-X","[mean of] tBodyAccJerk-std()-Y","[mean of] tBodyAccJerk-std()-Z","[mean of] tBodyGyro-mean()-X","[mean of] tBodyGyro-mean()-Y","[mean of] tBodyGyro-mean()-Z","[mean of] tBodyGyro-std()-X","[mean of] tBodyGyro-std()-Y","[mean of] tBodyGyro-std()-Z","[mean of] tBodyGyroJerk-mean()-X","[mean of] tBodyGyroJerk-mean()-Y","[mean of] tBodyGyroJerk-mean()-Z","[mean of] tBodyGyroJerk-std()-X","[mean of] tBodyGyroJerk-std()-Y","[mean of] tBodyGyroJerk-std()-Z","[mean of] tBodyAccMag-mean()","[mean of] tBodyAccMag-std()","[mean of] tGravityAccMag-mean()","[mean of] tGravityAccMag-std()","[mean of] tBodyAccJerkMag-mean()","[mean of] tBodyAccJerkMag-std()","[mean of] tBodyGyroMag-mean()","[mean of] tBodyGyroMag-std()","[mean of] tBodyGyroJerkMag-mean()","[mean of] tBodyGyroJerkMag-std()","[mean of] fBodyAcc-mean()-X","[mean of] fBodyAcc-mean()-Y","[mean of] fBodyAcc-mean()-Z","[mean of] fBodyAcc-std()-X","[mean of] fBodyAcc-std()-Y","[mean of] fBodyAcc-std()-Z","[mean of] fBodyAcc-meanFreq()-X","[mean of] fBodyAcc-meanFreq()-Y","[mean of] fBodyAcc-meanFreq()-Z","[mean of] fBodyAccJerk-mean()-X","[mean of] fBodyAccJerk-mean()-Y","[mean of] fBodyAccJerk-mean()-Z","[mean of] fBodyAccJerk-std()-X","[mean of] fBodyAccJerk-std()-Y","[mean of] fBodyAccJerk-std()-Z","[mean of] fBodyAccJerk-meanFreq()-X","[mean of] fBodyAccJerk-meanFreq()-Y","[mean of] fBodyAccJerk-meanFreq()-Z","[mean of] fBodyGyro-mean()-X","[mean of] fBodyGyro-mean()-Y","[mean of] fBodyGyro-mean()-Z","[mean of] fBodyGyro-std()-X","[mean of] fBodyGyro-std()-Y","[mean of] fBodyGyro-std()-Z","[mean of] fBodyGyro-meanFreq()-X","[mean of] fBodyGyro-meanFreq()-Y","[mean of] fBodyGyro-meanFreq()-Z","[mean of] fBodyAccMag-mean()","[mean of] fBodyAccMag-std()","[mean of] fBodyAccMag-meanFreq()","[mean of] fBodyBodyAccJerkMag-mean()","[mean of] fBodyBodyAccJerkMag-std()","[mean of] fBodyBodyAccJerkMag-meanFreq()","[mean of] fBodyBodyGyroMag-mean()","[mean of] fBodyBodyGyroMag-std()","[mean of] fBodyBodyGyroMag-meanFreq()","[mean of] fBodyBodyGyroJerkMag-mean()","[mean of] fBodyBodyGyroJerkMag-std()","[mean of] fBodyBodyGyroJerkMag-meanFreq()"
"61","23","LAYING",0.276713578430556,-0.0207616743056944,-0.108032497527778,-0.357340664348611,-0.258192432166667,-0.476678582291667,0.439499854027778,-0.0244307351388889,0.3685125775,-0.940124897444444,-0.942379884444444,-0.938713243430556,0.0936575436666667,0.0109571522908333,-0.0176668150126389,-0.475115613019444,-0.415669449375,-0.689932413861111,-0.0311805795388889,-0.0807294783208333,0.0774566786055556,-0.587157187458333,-0.586277442222222,-0.516902426944444,-0.0817707463194444,-0.0398540163333333,-0.0418519709319444,-0.669453925555556,-0.757246860833333,-0.665964200833333,-0.297101626847222,-0.404137419606944,-0.297101626847222,-0.404137419606944,-0.481301050486111,-0.495168506638889,-0.443363038277778,-0.557970650051389,-0.704965677916667,-0.780120682083333,-0.428162326333333,-0.314153278958333,-0.561613439472222,-0.333760118569444,-0.278335566555556,-0.474993037263889,-0.464600576115278,-0.111168771583333,0.0449643996922222,-0.506430720058333,-0.462681526281944,-0.666822959,-0.490872106027778,-0.404579669347222,-0.71301944775,-0.203920481836111,-0.329559020002778,-0.155677488430556,-0.541308979569444,-0.635014680972222,-0.5085105555,-0.605192920041667,-0.565021377791667,-0.564469468597222,-0.233807304586111,-0.362697232027778,-0.0715443430834722,-0.388228404926389,-0.507709162593056,-0.0405559500875,-0.468861738466667,-0.534388935,0.230926252869028,-0.634716010972222,-0.58614047,-0.15613163677,-0.769418139722222,-0.810503603055556,0.146091140341667
"62","23","SITTING",0.261292506029412,-0.0142729283457353,-0.0984299767058824,-0.846556310294118,-0.746428458455882,-0.819006093382353,0.612116098382353,0.189007951985294,0.201522934323529,-0.961481712352941,-0.963545772205882,-0.940552629485294,0.0800756533676471,0.0110360622642941,-0.00668422488411765,-0.855571710294118,-0.800442111617647,-0.909146507205882,-0.0294493539411765,-0.0865187710588235,0.0976586449852941,-0.890112054264706,-0.858457331617647,-0.834252022941177,-0.0940175628426471,-0.0475438413529412,-0.0492837126014706,-0.877967377941177,-0.926143137647059,-0.883319820588235,-0.799921280147059,-0.823181786176471,-0.799921280147059,-0.823181786176471,-0.848368335882353,-0.840541148235294,-0.819896574558823,-0.849867343970588,-0.903590340147059,-0.923564005882353,-0.844277930735294,-0.761307613691176,-0.861329691911765,-0.847744118676471,-0.754649654632353,-0.811601226617647,-0.165249297541176,0.134973701247059,0.103995270768824,-0.858773088823529,-0.808695482794118,-0.8985621125,-0.865495369411765,-0.805229854558824,-0.918456457058824,0.0811259514411765,-0.0863841398897059,0.00327570106029412,-0.864416009411765,-0.879236853676471,-0.828400706176471,-0.898602086470588,-0.848449926911765,-0.851562496470588,-0.0128878888308824,-0.159366252265147,0.0104817213970588,-0.827491995294118,-0.849086211029412,0.183963587697691,-0.837147800588235,-0.845233606617647,0.213865690670588,-0.869511822647059,-0.863124397647059,-0.0536724167323529,-0.922830856323529,-0.929834679117647,0.202269743557353
"63","23","STANDING",0.276069774264706,-0.0193170140294118,-0.110881885429412,-0.861938528044118,-0.764583816176471,-0.787552351867647,0.658563219705882,0.20835542598,0.0640733245911765,-0.973124058529412,-0.957841085441177,-0.92621018,0.0747924496470588,0.0177170193264706,-0.000795785014558825,-0.86403573875,-0.827848468220588,-0.917245644264706,-0.0105877047085294,-0.0509916503352941,0.0818953200294118,-0.871771240338235,-0.816158005647059,-0.811303872354412,-0.0993462541911765,-0.0581862908102941,-0.0696742277382353,-0.884554313088235,-0.899588539411765,-0.910753977941177,-0.803398413970588,-0.831940185867647,-0.803398413970588,-0.831940185867647,-0.863497424588235,-0.857421996691176,-0.775849260955882,-0.809843233252941,-0.896672340294118,-0.907111207058824,-0.857029108086765,-0.776650270455882,-0.835732388985294,-0.864209436691176,-0.773656253235294,-0.779674176573529,-0.0895574290058824,0.126941998502941,0.117677382838235,-0.865819880879412,-0.832979296223529,-0.904128939852941,-0.874705408632353,-0.834531412279412,-0.929701713676471,0.163033870680588,-0.0356338730911765,0.0654169701911765,-0.848555447323529,-0.834002394305882,-0.826144895758824,-0.879561539911765,-0.807424188,-0.824127695764706,-0.0137219114426471,-0.119405302457353,0.00147567864558824,-0.830443315117647,-0.860979458402941,0.218112182205882,-0.845044608130882,-0.875872551485294,0.320545923632353,-0.835766684514706,-0.825904926544118,-0.0417727901470588,-0.904083279705882,-0.9178326625,0.283520917514706
"64","23","WALKING",0.273600096948956,-0.0191196823996061,-0.109924290682502,-0.61756180848262,-0.427133817775044,-0.52043030673685,0.835193258856886,-0.0483312762808833,-0.0155368523917938,-0.971622291315806,-0.954420590297749,-0.949553961852283,0.0819611337189742,-0.00394797791463043,-0.00951582290957726,-0.620643827625537,-0.554450955613834,-0.713889793820308,-0.0163959622009979,-0.0776106549648671,0.0572035638474921,-0.733313451746046,-0.635069180428449,-0.539771194564276,-0.105360446319584,-0.0430416071111293,-0.0469654885001348,-0.771984962411469,-0.750034765884808,-0.741125649947959,-0.514677106069362,-0.605056589401093,-0.514677106069362,-0.605056589401093,-0.59747253260269,-0.627479834122731,-0.546159621371422,-0.649709699074778,-0.745785232432917,-0.778269337800309,-0.627037763862148,-0.467000354036791,-0.601062146064983,-0.615805895559006,-0.444677020258326,-0.51942430210349,-0.133702583408512,0.0137716962141114,0.106532064948389,-0.637626979120823,-0.576455890990074,-0.695272729874792,-0.637355953519676,-0.562336623664429,-0.731135857410386,0.0166750116232051,-0.19079223173913,-0.124038355936992,-0.701947981409229,-0.664761438599313,-0.566348931631917,-0.745351856302001,-0.627486819919764,-0.576117896291274,-0.115816141457165,-0.0750674943596802,-0.112949316551561,-0.571923519268363,-0.688070373807522,0.185564154772928,-0.596806188042588,-0.674213570580148,0.21014387733167,-0.693688223760218,-0.68400689194498,-0.0593100444409431,-0.76943746410914,-0.806678802770208,0.161903719959135
"65","24","LAYING",0.283465211944444,-0.0202472760652778,-0.0990995078513889,-0.890295332222222,-0.847021683097222,-0.843660515027778,-0.125966448888889,0.600328367702778,0.555969514617917,-0.980424394583333,-0.984116411805556,-0.974766251666667,0.0790538422638889,0.00243993955013889,-0.0105463105066667,-0.894741922638889,-0.875613500972222,-0.916029254027778,-0.0303019597875,-0.0713158958472222,0.0873088361527778,-0.901180340555556,-0.834120253652778,-0.868479204722222,-0.0917412410277778,-0.0416156790597222,-0.0559386616194444,-0.914779775277778,-0.9148481575,-0.913784318055556,-0.86163497675,-0.875676231527778,-0.86163497675,-0.875676231527778,-0.893287719305556,-0.884150494027778,-0.840752706958333,-0.860486291527778,-0.916489171666667,-0.917566643472222,-0.888751585277778,-0.854896285333333,-0.874423168333333,-0.891108254305556,-0.852163947083333,-0.839576168708333,-0.224195835181944,0.0556285021569444,0.161141979083333,-0.896294913333333,-0.879366780833333,-0.904023634722222,-0.902861029305556,-0.880178659166667,-0.927153199027778,0.00104418936527778,-0.158970757097222,0.00845241270833333,-0.89735491625,-0.858804916388889,-0.878289234305556,-0.90342619,-0.821883860413889,-0.877620807916667,-0.0731349801263889,-0.290427079472222,0.00471931876666667,-0.876384513333333,-0.893901195833333,0.151907276270833,-0.883415145833333,-0.884695056805555,0.184613459138889,-0.881495030555556,-0.870386909722222,-0.0785917925555556,-0.919024091527778,-0.921313990138889,0.125227085872222
"66","24","SITTING",0.278966288382353,-0.0182805857632353,-0.106543305058824,-0.989366300147059,-0.953702137058824,-0.966869434852941,0.659570843676471,0.171898119987382,0.381606702794118,-0.990302733088235,-0.981343525294118,-0.975380520735294,0.0756541232647059,0.0130229056442647,-0.000830446162205882,-0.988326235882353,-0.976874422205882,-0.9867538375,-0.0346810098205882,-0.0695167179088235,0.0729785484558823,-0.972069524264706,-0.97699906,-0.959732381176471,-0.0976232043044118,-0.0399351599338235,-0.0507239033088235,-0.988553214705882,-0.990213643382353,-0.986867627205882,-0.972834898235294,-0.967126050588235,-0.972834898235294,-0.967126050588235,-0.986337664411765,-0.983315091323529,-0.952348416323529,-0.950244632647059,-0.991022086911765,-0.987535633382353,-0.988201297941177,-0.961270362647059,-0.974881837794118,-0.989909496617647,-0.952411407941177,-0.964570007794118,-0.0835538724205882,0.0277506288647059,0.143308912308824,-0.988142900147059,-0.977164062205882,-0.984132981911765,-0.989655918382353,-0.978230927205882,-0.988057168088235,0.158503557220588,-0.125510272648824,0.0287536625765882,-0.971279726764706,-0.980573175882353,-0.963633076176471,-0.972595983088235,-0.975336646764706,-0.962213452647059,-0.0560873382029412,-0.278579464455882,-0.040602902125,-0.972182804264706,-0.968791073088235,0.110047855102941,-0.983610478676471,-0.981895521323529,0.279577667997059,-0.965721980147059,-0.949422195588235,-0.140373604338235,-0.988597011323529,-0.986769927205882,0.157220818814706
"67","24","STANDING",0.267847771818841,-0.00779507687971015,-0.106526769747826,-0.893606130144928,-0.776049179623188,-0.779253043962609,0.948083127971014,-0.0925456625797101,0.054937457573913,-0.97842402826087,-0.933357953768116,-0.920845992318841,0.0786025048550725,0.0109634816436232,-0.00703787823627536,-0.922618237101449,-0.918468864637681,-0.948347894057971,-0.0233771819666667,-0.0803562361449275,0.0821542838286956,-0.870190504927536,-0.834294243231884,-0.822016825536232,-0.10400508175942,-0.0393617490353623,-0.0462232249449275,-0.942661473623188,-0.944280196376812,-0.935528862898551,-0.814388927101449,-0.826631922318841,-0.814388927101449,-0.826631922318841,-0.931828495507246,-0.912022005362319,-0.811779669536232,-0.808464345086957,-0.946902229130435,-0.938155705652174,-0.904413246956522,-0.836619138115942,-0.857710301594203,-0.890581027246377,-0.762970525623188,-0.76030597596,-0.201329336326087,-0.269296887115942,-0.116371992435362,-0.923515177681159,-0.919558007246377,-0.940370281594203,-0.928969024782609,-0.923203048550725,-0.955287034492754,-0.0550491234173913,-0.306404054194203,-0.17633408526087,-0.87876084942029,-0.87199540115942,-0.853119141014493,-0.870309163913043,-0.817508359966667,-0.829537175666667,-0.364649359130435,-0.354336289130435,-0.288791729708696,-0.861413065072464,-0.837070019710145,-0.17307861124913,-0.911226996376812,-0.912781228550725,0.0629257778913044,-0.87048302884058,-0.805951728681159,-0.35151256557971,-0.940360076956522,-0.939784010724638,-0.0904551261665217
"68","24","WALKING",0.275759571161451,-0.0201158711716142,-0.108150159642073,-0.236313585946565,-0.101434822764992,-0.105791826224124,0.952035859221791,-0.166911924561759,0.00429888609554313,-0.963512123728353,-0.934459707839293,-0.895146457829127,0.0681949358120617,0.00552088163234384,0.00601841879409418,-0.364467740209074,-0.338275819460544,-0.574460277643235,-0.0426388251075395,-0.0691155735441151,0.0858928522355659,-0.371548201314927,-0.120578506371257,-0.230188319297664,-0.0860882492484588,-0.0427385101807913,-0.0471344696225806,-0.57499552632005,-0.61500712924988,-0.540258453177638,-0.114600090208723,-0.216171909579107,-0.114600090208723,-0.216171909579107,-0.402558182840655,-0.33017357398904,-0.0709313786313305,-0.206322859114039,-0.583518514590936,-0.64286938646372,-0.277524069828374,-0.158558724995573,-0.306810725246126,-0.221987728443788,-0.132408700702165,-0.0808215572962889,-0.468321937043409,-0.114113748365454,-0.170543384061901,-0.377665568782291,-0.360646407626194,-0.525332118528275,-0.408851351587553,-0.360075696354923,-0.62340134044298,-0.337603591123647,-0.414569646120622,-0.322104870533344,-0.362141091835382,-0.295548373968191,-0.269501877795866,-0.383255694463545,-0.0383072162573092,-0.29016552363198,-0.313306133328898,-0.431169970180047,-0.319395696127375,-0.227200051572696,-0.33382757558154,-0.108406980901627,-0.324858942910984,-0.342723245381359,-0.0286867295063151,-0.379916096358971,-0.23773038827735,-0.225951841088253,-0.642794403775694,-0.668722548355808,0.0215759041139973
"69","25","LAYING",0.271183995630137,-0.017084902160274,-0.101890471082192,-0.649967389821918,-0.550746818182192,-0.617359289863014,0.891636980684931,-0.209893377643836,-0.0930647712054795,-0.954438385890411,-0.928141404876712,-0.905036718356164,0.0738602350905479,-0.00188262255191781,-0.0183520703506849,-0.75131379260274,-0.718417025342466,-0.886394496986301,-0.0501851990952055,-0.0528627646767123,0.0762303801579452,-0.76981549109589,-0.691590233150685,-0.829981025753425,-0.0794907533561644,-0.0460001652219178,-0.0516396986794521,-0.836687285205479,-0.902900462465753,-0.879812620547945,-0.585469495410959,-0.629757649821918,-0.585469495410959,-0.629757649821918,-0.767961501780822,-0.75470096630137,-0.654480029726027,-0.698774655890411,-0.880363879589041,-0.893813227123288,-0.701207136205479,-0.619056885060274,-0.769516078493151,-0.632663527438356,-0.546462158990411,-0.580001285264384,-0.348254753041096,-0.153711193150685,-0.177533369041096,-0.77238841260274,-0.731788810684932,-0.87562359109589,-0.752090059041096,-0.722977378479452,-0.895723894246575,-0.21747384960137,-0.392699030561644,-0.298933242150685,-0.748529371369863,-0.798323106712329,-0.820882974246575,-0.77963642109589,-0.645091507945206,-0.849016180958904,-0.239610250657534,-0.365760960769863,-0.194175204408219,-0.664980552780822,-0.669589677671233,-0.0794707574369863,-0.750433285205479,-0.761414200136986,0.076525158939726,-0.775621753287671,-0.704110206986301,-0.240555039726027,-0.892957574657534,-0.902453826849315,-0.0280770318810959
"70","25","SITTING",0.276660885846154,-0.0184880371146154,-0.110885401432308,-0.279883089590769,-0.0139423108584615,-0.190694805846154,0.864201184307692,-0.24826854,-0.157285761646154,-0.961294758,-0.938398598461539,-0.926070417692308,0.0949060596615385,-0.00936526167846154,-0.0110834176476923,-0.372343504353846,-0.316598313607692,-0.598315374153846,-0.0528281925846154,-0.0478224123846154,0.0742405284553,-0.544100178733846,-0.257469075384615,-0.145838294,-0.0780703815030769,-0.0392188490723077,-0.0254744524307692,-0.641461129076923,-0.658371124461538,-0.523103884461538,-0.11941645134,-0.21798385384,-0.11941645134,-0.21798385384,-0.385330801753846,-0.362736754246154,-0.180747114215385,-0.286620115553846,-0.610054071538462,-0.686883212769231,-0.308458633424615,-0.125334191036308,-0.356329282953846,-0.270541781843077,-0.0249926508323077,-0.172575487846154,-0.390774328507692,-0.155104963381538,-0.0740125664307692,-0.393554119852308,-0.352556301072308,-0.558911459846154,-0.407347531746154,-0.323604801367692,-0.636537578769231,-0.2973579158,-0.450487728846154,-0.254651727646154,-0.510377677215385,-0.417631670384615,-0.248024750218462,-0.559082629569231,-0.182167517538462,-0.198067464461538,-0.291001422953846,-0.357114660230769,-0.278648428432308,-0.222731983083077,-0.338677034143077,-0.0133026095415385,-0.341795981138462,-0.3959906584,0.0369972330138462,-0.41839397342,-0.325349675350769,-0.203151325321538,-0.676575929692308,-0.724434801384615,0.0188229521230769
"71","25","STANDING",0.278205143108108,-0.0184910450055405,-0.104056478212162,-0.417465787832432,-0.135818300443243,-0.243874105297297,0.608730407027027,0.0565070808108108,-0.157097872810811,-0.958794531081081,-0.951360342432432,-0.929733722702703,0.0717715440851351,0.0234312249755405,-0.00726736734432432,-0.43852408284,-0.306143751181081,-0.580213110810811,-0.00504842708310811,-0.0926372360364865,0.0509320574297297,-0.617690655,-0.368960437841892,-0.233338623540541,-0.102630324813514,-0.0552913297527027,-0.0561812391918919,-0.683332281351351,-0.655115186527027,-0.459495875064865,-0.281574872459459,-0.300291077337838,-0.281574872459459,-0.300291077337838,-0.419706784563514,-0.373989242363378,-0.310109253027027,-0.439241819162162,-0.613412518513514,-0.666354297689189,-0.414412607039189,-0.181332186736486,-0.369901510074324,-0.419470602343919,-0.169290057385135,-0.238612208186486,-0.316222647559459,0.000603803831081079,-0.0567965197513514,-0.461320887248649,-0.334120097675676,-0.534275466682432,-0.465714529052703,-0.32433791782973,-0.625840938918919,-0.202698606844324,-0.29065706022973,-0.225509489885946,-0.576588777702703,-0.46998156622973,-0.219742352932432,-0.633684459594595,-0.321064164753784,-0.311530671347297,-0.197907875285135,-0.208354932418919,-0.111535851178378,-0.293664803743243,-0.413649684998649,0.052131335987973,-0.372059375622297,-0.381726971364865,0.106059910256757,-0.506365360243243,-0.492863217204324,-0.0566136477864865,-0.664559706391892,-0.693456960635135,0.0469628872797297
"72","25","WALKING",0.266991630948536,-0.0168035136030305,-0.100382741969675,-0.64668119147852,-0.453652324364717,-0.382165969758881,0.588030091304335,-0.0367603282634729,-0.0415622887460153,-0.94018679611609,-0.951087899498315,-0.930163173876335,0.07592998592841,0.00585580225372464,0.00528509384789905,-0.675636296085456,-0.617073127643208,-0.688332255269114,-0.00711099402819017,-0.0955685746405009,0.0791751162726014,-0.760795078576629,-0.470744144038284,-0.483603038651314,-0.104219705072728,-0.0409836580851413,-0.0437782669665394,-0.787744493158888,-0.723915019740892,-0.682567250558707,-0.514214643591606,-0.540190425753607,-0.514214643591606,-0.540190425753607,-0.642353465175311,-0.644192222007625,-0.496700653893474,-0.544438571227378,-0.726224943089139,-0.751204118037334,-0.656027953776003,-0.512976183849596,-0.503250437916937,-0.643823688636467,-0.459765670647885,-0.368896106394683,-0.318149606415288,-0.12405903000487,-0.0834372818128181,-0.688549096456085,-0.6316673848694,-0.651415063564322,-0.691359583697512,-0.627732700593479,-0.72475384609694,-0.14034427627016,-0.261946391030291,-0.187565437957759,-0.723732221497407,-0.553161906445271,-0.512285320859902,-0.773735673623027,-0.43143310787976,-0.523811542680202,-0.203632850027386,-0.344945838061649,-0.168760034492386,-0.552256308537381,-0.606704008894377,-0.0557738849130559,-0.640177761015908,-0.651664647751409,0.176852147230576,-0.594766401575298,-0.590729979356241,-0.115038926161115,-0.741763692927786,-0.782861441601023,0.140375337317036
"73","26","LAYING",0.281458051315789,-0.0134731819286842,-0.115940127618421,-0.420224643289474,-0.199415684263158,-0.628081203289474,0.577213653828947,0.169718854605263,0.0840108611447368,-0.966921997368421,-0.968168932894737,-0.948201511052632,0.0622997257644737,-0.00185038491605263,0.00395077757617105,-0.470578224513158,-0.308634342391974,-0.729640594697368,-0.0707497700707895,-0.0532960335502632,0.0810093338278947,-0.526311048315789,-0.541815535921053,-0.632326948815789,-0.0792357457618421,-0.0582952228513158,-0.0498054631434211,-0.523881908815789,-0.743013717105263,-0.700723887631579,-0.356584124618421,-0.398590116710526,-0.356584124618421,-0.398590116710526,-0.474094842192105,-0.425902726552632,-0.438140910209211,-0.548073224394737,-0.666739976184211,-0.714611452763158,-0.431413471315789,-0.206994974544868,-0.641056984223684,-0.416775699473684,-0.246586699667763,-0.652651092368421,-0.331839623881579,0.0984416703223158,0.0953246102648684,-0.488729605944737,-0.330646804485526,-0.697802048986842,-0.499220304828947,-0.332607821871842,-0.760820208815789,-0.174409423136316,-0.245918288986842,-0.0654834528315789,-0.468662278684211,-0.619917156052632,-0.604624889236842,-0.547186601552632,-0.504603526736842,-0.676831732763158,-0.169656416473684,-0.263815940197368,-0.0383197550139474,-0.382261181201974,-0.502989089539474,0.0504577493019737,-0.412792448118421,-0.447490915378947,0.079065331731579,-0.601926795526316,-0.590474378289474,-0.110796352273825,-0.720993779736842,-0.726586868947368,-0.0216532611510526
"74","26","SITTING",0.282995208307692,-0.0145592047705128,-0.114515753269231,-0.980539478974359,-0.949991314487179,-0.94443179448718,0.251547441089744,0.586632236230769,-0.0277610816025641,-0.968257250128205,-0.965673736794872,-0.953562218974359,0.0771531686666667,0.00150283242820513,-0.00883782645261538,-0.988104493717949,-0.977096683846154,-0.985265878205128,-0.0243315965384615,-0.0673325560897436,0.112793636525641,-0.974736696538462,-0.973254948076923,-0.965200695128205,-0.100432526628205,-0.0425304509871795,-0.0600067279448718,-0.985099673205128,-0.990098609871795,-0.986619433076923,-0.960143361538462,-0.947361932179487,-0.960143361538462,-0.947361932179487,-0.98546682474359,-0.98298341448718,-0.951638561410256,-0.950717178846154,-0.990118049102564,-0.987069116153846,-0.982225612692308,-0.955542987897436,-0.962114856153846,-0.979996967820513,-0.949966226666667,-0.939391562179487,-0.0745157490435897,0.19717839573141,0.0762009068046154,-0.988041456282051,-0.977007902179487,-0.982915702179487,-0.98927763448718,-0.978920231025641,-0.986206008717949,0.16748252620791,0.0351691381461538,0.0196034377448718,-0.972779242179487,-0.978299866538462,-0.967247403333333,-0.975555593461538,-0.970816942948718,-0.967687431282051,-0.0290041234769231,-0.1444181181,0.0319093364102564,-0.958046327410256,-0.949675310897436,0.151630492323077,-0.983046635384615,-0.981767955769231,0.295174591680769,-0.966734973205128,-0.949623606794872,-0.132482436658974,-0.987950461666667,-0.986612766794872,0.211114431594872
"75","26","STANDING",0.274380386040541,-0.0167748625675676,-0.108352580972973,-0.855240799189189,-0.667618793918919,-0.635064639054054,0.870132730405405,-0.0415046587837838,-0.118597491858649,-0.972773838378378,-0.950818798108108,-0.945311934864865,0.0741734040540541,0.00931115831752703,-0.00982971166216216,-0.863743416621622,-0.835343159418919,-0.839354885175676,-0.00673233477635135,-0.0936318807797297,0.0440722903108108,-0.857183636486487,-0.668754231081081,-0.638745418513514,-0.104918931817568,-0.0488843425255405,-0.0609589792027027,-0.906686413378378,-0.84255300027027,-0.851158854486486,-0.73486463345946,-0.767444833243243,-0.73486463345946,-0.767444833243243,-0.834796763644595,-0.847640495067568,-0.676025927297297,-0.685120272567568,-0.855386198055405,-0.860677106216216,-0.856008913918919,-0.740753825351351,-0.721709850445946,-0.855306512702703,-0.655177080945946,-0.619999150675676,-0.0530613441108108,-0.0602154945621622,0.0641260897432432,-0.868420954594595,-0.83755702645946,-0.824474742027027,-0.871043840945946,-0.844633046971622,-0.852936679594595,0.163088867202703,-0.177641824321622,-0.06495573745,-0.847210216310811,-0.733854920807432,-0.712875455986486,-0.861537428513514,-0.637177284189189,-0.651790674594595,-0.119132193033243,-0.215804433389189,-0.147503887489189,-0.78202549945,-0.795828921202703,0.0608172852594595,-0.835649500013513,-0.864931840286487,0.21956173512973,-0.738843666837838,-0.704928559918919,-0.121662337081081,-0.854670552162162,-0.879549736824324,0.100012584713514
"76","26","WALKING",0.279477306402671,-0.0165053289827869,-0.102169880689296,-0.400043495940248,-0.379128638250363,-0.606531355183256,0.93521119370868,-0.210328944201438,-0.00330288736287108,-0.962377362420955,-0.947361099170416,-0.927167925064694,0.0823299944017565,0.00950311643895521,-0.0123922770629847,-0.510883051560277,-0.535863853904376,-0.790039900869235,-0.00936651972308885,-0.092787453068074,0.0877187904313371,-0.636822372010046,-0.648711065475645,-0.638548371524088,-0.103580922252307,-0.0382910807965455,-0.0570396172504571,-0.700291045024756,-0.83687760092491,-0.743936887265948,-0.379811951123102,-0.42214937412867,-0.379811951123102,-0.42214937412867,-0.571829196500693,-0.537317926310693,-0.532840239748064,-0.592222956535799,-0.776754877841294,-0.818862418441705,-0.449461023549533,-0.424912473913611,-0.670249070637905,-0.382740950247687,-0.395915259139588,-0.606767156331423,-0.261223498261295,-0.00221283342295532,-0.014602107119206,-0.541199102040607,-0.555539838611741,-0.766123402962198,-0.523312385398793,-0.546241992566179,-0.813013717657216,-0.099901922122681,-0.250919267426043,-0.127018098727735,-0.600292923826082,-0.713026028591474,-0.629605830486564,-0.651354343547242,-0.61900807552717,-0.675559165940935,-0.151590706208527,-0.200502286367663,-0.0272108159688906,-0.44233023609395,-0.502801655014463,0.0463820170485639,-0.522493137991209,-0.561718230913816,0.152429589107409,-0.671638062085157,-0.612909036963143,-0.120577165556425,-0.814541072432357,-0.838554847809861,0.14516132050396
"77","27","LAYING",0.283293841972973,-0.016173375565,-0.11985907327027,-0.0108330603689189,-0.186655521416216,-0.0462332265878378,0.906971546351351,-0.0554088777702703,-0.244199152567568,-0.959726828378378,-0.955593963783784,-0.917676593918919,0.0883418275351351,-0.00966302652162162,-0.0270674071175676,-0.220835465,-0.32381385072973,-0.379189032339189,0.0225391751554054,-0.0624202488432432,0.0394148524986487,-0.497869591081081,-0.550455837567568,-0.418301829594595,-0.115977324116892,-0.0521871109235135,-0.0411881374847297,-0.649174459864865,-0.636916207837838,-0.576288608648649,0.0334756824136486,-0.073851827972973,0.0334756824136486,-0.073851827972973,-0.253095561864865,-0.210039439531081,-0.340186625675676,-0.476050337567568,-0.629023721891892,-0.653416692567568,-0.126950227528378,-0.196578345380541,-0.129505423198919,0.0290476839002703,-0.234442215290541,-0.0787764668513514,-0.417497735905405,-0.0472333701243243,0.00899941479864865,-0.268260012027027,-0.35638073227027,-0.331991472310811,-0.241378189059189,-0.334462994143243,-0.425293665621622,-0.354116022054054,-0.443403071810811,-0.422633038986486,-0.473037181559459,-0.531062358918919,-0.407477765,-0.511537934594595,-0.568878891486487,-0.478226333378378,-0.290653244756757,-0.0141640167067568,-0.203272820472973,-0.0657254945716216,-0.224447363136486,0.0479389558040541,-0.198679189141216,-0.232215518509459,0.0355083414451351,-0.542711181216216,-0.524787247810811,0.00334548751351351,-0.647341836756757,-0.68680829,0.12160463845
